Date,Open,High,Low,Close,Volume,Adj Close
2017-11-20,3450,3450,3420,3420,60,3420
2017-11-17,3455,3460,3395,3395,4030,3395
2017-11-16,3420,3420,3420,3420,10,3420
2017-11-15,3365,3390,3365,3390,2000,3390
2017-11-14,3405,3405,3380,3405,2230,3405
2017-11-13,3370,3450,3370,3450,2210,3450
2017-11-10,3395,3440,3395,3440,1160,3440
2017-11-09,3475,3475,3420,3420,470,3420
2017-11-08,3430,3465,3430,3465,90,3465
2017-11-07,3500,3520,3450,3520,40,3520
2017-11-06,3475,3475,3475,3475,10,3475
2017-11-02,3470,3490,3445,3445,130,3445
2017-11-01,3405,3460,3405,3460,320,3460
2017-10-31,3330,3360,3285,3360,570,3360
2017-10-30,3340,3345,3340,3345,20,3345
2017-10-26,3295,3295,3295,3295,100,3295
2017-10-25,3320,3330,3315,3330,340,3330
2017-10-23,3280,3310,3280,3305,180,3305
2017-10-20,3270,3270,3270,3270,10,3270
2017-10-19,3280,3300,3280,3300,50,3300
2017-10-17,3260,3260,3240,3240,340,3240
2017-10-16,3260,3265,3255,3255,1520,3255
2017-10-13,3250,3270,3250,3270,30,3270
2017-10-12,3220,3220,3220,3220,10,3220
2017-10-11,3220,3220,3220,3220,310,3220
2017-10-10,3150,3200,3150,3200,140,3200
2017-10-03,3080,3080,3080,3080,100,3080
2017-09-27,3090,3090,3090,3090,80,3090
2017-09-26,3100,3100,3095,3095,1700,3095
2017-09-25,3150,3150,3125,3125,190,3125
2017-09-22,3150,3150,3105,3105,180,3105
2017-09-21,3085,3155,3085,3155,70,3155
2017-09-19,3120,3125,3120,3125,210,3125
2017-09-14,3035,3035,2980,2980,1510,2980
2017-09-13,3020,3035,3020,3035,180,3035
2017-09-12,3005,3005,3005,3005,10,3005
2017-09-11,2960,2982,2960,2982,7520,2982
2017-09-08,2959,2959,2959,2959,10,2959
2017-09-07,2923,2959,2923,2959,20,2959
2017-09-06,2919,2919,2909,2909,50,2909
2017-09-05,2971,2971,2944,2944,80,2944
2017-09-04,2956,2975,2955,2955,3830,2955
2017-09-01,3015,3015,3015,3015,10,3015
2017-08-30,3005,3020,3005,3020,230,3020
2017-08-29,2998,2998,2950,2964,150,2964
2017-08-28,2982,3035,2982,3035,480,3035
2017-08-25,3020,3020,3020,3020,100,3020
2017-08-24,3000,3010,3000,3010,400,3010
2017-08-23,3005,3005,3005,3005,540,3005
2017-08-22,2999,2999,2995,2995,30,2995
2017-08-21,2967,2970,2967,2970,2000,2970
2017-08-18,2955,2958,2955,2958,20,2958
2017-08-17,3025,3025,3025,3025,60,3025
2017-08-16,3045,3045,3010,3010,570,3010
2017-08-15,2942,2942,2942,2942,10,2942
2017-08-14,2921,2942,2920,2930,4520,2930
2017-08-10,2986,2986,2950,2950,130,2950
2017-08-08,3075,3075,3075,3075,10,3075
2017-08-07,2985,3075,2985,3075,120,3075
2017-08-04,3055,3055,3015,3015,2150,3015
2017-08-03,3050,3050,3050,3050,10,3050
2017-08-02,3085,3085,3085,3085,80,3085
2017-08-01,3100,3140,3100,3140,80,3140
2017-07-31,3095,3095,3095,3095,60,3095
2017-07-28,3215,3215,3155,3155,60,3155
2017-07-27,3210,3210,3210,3210,1500,3210
2017-07-26,3200,3200,3200,3200,40,3200
2017-07-24,3165,3165,3165,3165,250,3165
2017-07-21,3190,3230,3190,3230,900,3230
2017-07-20,3200,3200,3200,3200,170,3200
2017-07-18,3180,3180,3180,3180,140,3180
2017-07-14,3170,3170,3170,3170,10,3170
2017-07-13,3130,3175,3130,3175,1610,3175
2017-07-12,3100,3100,3100,3100,10,3100
2017-07-11,3120,3120,3065,3065,100,3065
2017-07-10,3150,3150,3150,3150,100,3150
2017-07-07,3125,3125,3125,3125,60,3125
2017-07-05,3060,3075,3060,3075,50,3075
2017-07-03,3065,3065,3025,3025,100,3025
2017-06-29,3080,3080,3080,3080,10,3080
2017-06-27,3065,3075,3030,3065,160,3065
2017-06-26,3060,3060,3060,3060,50,3060
2017-06-23,2975,2975,2975,2975,10,2975
2017-06-20,3095,3095,2990,2990,330,2990
2017-06-19,2924,2924,2924,2924,50,2924
2017-06-12,2965,2965,2965,2965,20,2965
2017-06-09,3035,3035,3035,3035,1500,3035
2017-06-05,3015,3045,3015,3045,80,3045
2017-06-02,3025,3105,3025,3105,40,3105
2017-06-01,3070,3070,3000,3000,60,3000
2017-05-31,2961,3020,2961,3020,40,3020
2017-05-30,3025,3025,3025,3025,10,3025
2017-05-29,3035,3040,3035,3040,20,3040
2017-05-26,3060,3075,3030,3030,610,3030
2017-05-25,2981,2981,2981,2981,20,2981
2017-05-24,3090,3090,3090,3090,10,3090
2017-05-23,2945,2945,2945,2945,10,2945
2017-05-22,3090,3090,3090,3090,10,3090
2017-05-19,3100,3100,3095,3095,120,3095
2017-05-18,2870,2889,2870,2889,20,2889
2017-05-16,3045,3045,3040,3040,220,3040
2017-05-15,3005,3025,3005,3025,20,3025
2017-05-12,2965,2965,2965,2965,230,2965
2017-05-11,2740,3010,2740,3010,260,3010
2017-05-10,3220,3220,2990,2990,240,2990
2017-05-09,2990,3000,2990,2990,80,2990
2017-05-08,2895,2950,2895,2950,290,2950
2017-05-02,2860,2871,2860,2867,40,2867
2017-04-28,2827,2830,2827,2830,180,2830
2017-04-26,2785,2785,2780,2780,120,2780
2017-04-25,2779,2779,2779,2779,10,2779
2017-04-24,2773,2783,2773,2783,1580,2783
2017-04-19,2685,2693,2685,2693,20,2693
2017-04-17,2698,2698,2698,2698,10,2698
2017-04-14,2704,2708,2704,2708,50,2708
2017-04-13,2708,2708,2658,2700,50,2700
2017-04-10,2759,2759,2759,2759,10,2759
2017-04-07,2768,2768,2760,2760,60,2760
2017-04-06,2718,2718,2718,2718,140,2718
2017-04-05,2817,2817,2817,2817,20,2817
2017-04-04,2817,2817,2767,2817,80,2817
2017-03-31,2896,2896,2896,2896,10,2896
2017-03-24,2846,2846,2846,2846,80,2846
2017-03-23,2844,2844,2844,2844,10,2844
2017-03-22,2838,2838,2838,2838,10,2838
2017-03-21,2875,2892,2875,2892,250,2892
2017-03-16,2833,2833,2833,2833,200,2833
2017-03-14,2790,2808,2790,2808,110,2808
2017-03-13,2741,2767,2741,2767,90,2767
2017-03-09,2718,2718,2718,2718,10,2718
2017-03-07,2635,2720,2635,2720,70,2720
2017-03-06,2685,2685,2685,2685,10,2685
2017-03-01,2790,2790,2790,2790,10,2790
2017-02-27,2700,2700,2700,2700,110,2700
2017-02-23,2748,2748,2748,2748,10,2748
2017-02-21,2732,2732,2732,2732,20,2732
2017-02-20,2682,2682,2682,2682,100,2682
2017-02-15,2717,2717,2716,2716,40,2716
2017-02-14,2602,2676,2602,2676,110,2676
2017-02-13,2673,2673,2673,2673,20,2673
2017-02-02,2676,2676,2676,2676,170,2676
2017-02-01,2684,2684,2657,2657,90,2657
2017-01-30,2659,2659,2659,2659,10,2659
2017-01-26,2663,2667,2663,2667,60,2667
2017-01-23,2641,2641,2641,2641,10,2641
2017-01-20,2690,2690,2690,2690,20,2690
2017-01-19,2640,2640,2640,2640,10,2640
2017-01-18,2610,2610,2610,2610,200,2610
2017-01-16,2633,2633,2594,2594,20,2594
2017-01-13,2630,2633,2630,2633,30,2633
2017-01-12,2619,2619,2619,2619,10,2619
2017-01-11,2582,2619,2582,2619,160,2619
2017-01-10,2541,2556,2541,2556,30,2556
2017-01-06,2581,2581,2581,2581,10,2581
2017-01-05,2541,2541,2491,2491,40,2491
2017-01-04,2580,2591,2580,2591,80,2591
2016-12-26,2547,2547,2547,2547,10,2547
2016-12-22,2411,2553,2411,2546,500,2546
2016-12-20,2558,2558,2408,2408,570,2408
2016-12-19,2595,2595,2595,2595,10,2595
2016-12-16,2585,2585,2585,2585,10,2585
2016-12-15,2560,2582,2560,2582,100,2582
2016-12-14,2582,2582,2560,2560,40,2560
2016-12-13,2545,2582,2545,2582,440,2582
2016-12-12,2532,2570,2532,2552,450,2552
2016-12-09,2532,2532,2532,2532,110,2532
2016-12-08,2512,2527,2512,2527,1290,2527
2016-12-07,2500,2500,2500,2500,200,2500
2016-12-06,2458,2458,2458,2458,10,2458
2016-12-05,2446,2446,2440,2440,130,2440
2016-12-01,2475,2475,2475,2475,230,2475
2016-11-30,2440,2440,2440,2440,10,2440
2016-11-28,2407,2407,2407,2407,10,2407
2016-11-25,2407,2407,2407,2407,100,2407
2016-11-24,2380,2380,2380,2380,40,2380
2016-11-22,2330,2330,2330,2330,120,2330
2016-11-21,2320,2320,2320,2320,10,2320
2016-11-17,2320,2320,2320,2320,10,2320
2016-11-16,2314,2321,2314,2320,270,2320
2016-11-15,2297,2297,2297,2297,10,2297
2016-11-14,2212,2299,2212,2286,690,2286
2016-11-11,2329,2329,2312,2312,210,2312
2016-11-10,2270,2312,2270,2312,50,2312
2016-11-09,2358,2358,2170,2170,110,2170
2016-11-08,2322,2322,2322,2322,20,2322
2016-11-02,2295,2295,2295,2295,10,2295
2016-10-31,2315,2346,2315,2346,70,2346
2016-10-28,2335,2335,2335,2335,20,2335
2016-10-25,2359,2359,2359,2359,30,2359
2016-10-24,2359,2359,2359,2359,10,2359
2016-10-20,2360,2360,2360,2360,20,2360
2016-10-18,2270,2332,2144,2332,140,2332
2016-10-17,2330,2330,2320,2320,80,2320
2016-10-14,2320,2343,2320,2329,50,2329
2016-10-13,2185,2314,2141,2313,270,2313
2016-10-12,2137,2137,2137,2137,40,2137
2016-10-11,2103,2151,2103,2110,130,2110
2016-10-07,2146,2196,2146,2149,300,2149
2016-10-06,2498,2498,2172,2296,150,2296
2016-10-05,2275,2299,2275,2299,20,2299
2016-10-04,2400,2499,2249,2249,390,2249
2016-10-03,2120,2120,2100,2100,120,2100
2016-09-30,2320,2320,2320,2320,10,2320
2016-09-29,2360,2360,2360,2360,10,2360
2016-09-28,2343,2349,2343,2349,1030,2349
2016-09-09,2330,2330,2330,2330,10,2330
2016-09-06,2407,2407,2407,2407,10,2407
2016-09-05,2280,2402,2280,2402,160,2402
2016-09-02,2330,2330,2330,2330,10,2330
2016-08-30,2328,2330,2328,2330,50,2330
2016-08-26,2290,2290,2290,2290,10,2290
2016-08-19,2287,2287,2287,2287,10,2287
2016-08-18,2280,2280,2280,2280,10,2280
2016-08-15,2400,2400,2400,2400,10,2400
2016-08-12,2361,2361,2361,2361,50,2361
2016-08-10,2350,2350,2335,2350,100,2350
2016-08-08,2300,2300,2300,2300,10,2300
2016-07-27,2320,2320,2320,2320,10,2320
2016-07-26,2297,2297,2297,2297,40,2297
2016-07-15,2295,2355,2295,2355,140,2355
2016-07-13,2245,2245,2245,2245,20,2245
2016-07-12,2182,2195,2182,2195,30,2195
2016-07-11,2143,2143,2143,2143,30,2143
2016-07-07,2119,2120,2119,2120,20,2120
2016-07-06,2124,2124,2085,2085,50,2085
2016-07-05,2184,2184,2184,2184,10,2184
2016-07-04,2197,2197,2197,2197,10,2197
2016-07-01,2189,2190,2189,2190,20,2190
2016-06-30,2146,2163,2146,2163,30,2163
2016-06-29,2111,2138,2111,2138,220,2138
2016-06-28,2105,2105,2086,2086,60,2086
2016-06-27,2215,2215,2215,2215,10,2215
2016-06-24,2234,2234,2234,2234,100,2234
2016-06-23,2247,2247,2233,2233,210,2233
2016-06-20,2213,2213,2213,2213,100,2213
2016-06-17,2163,2163,2163,2163,20,2163
2016-06-16,2149,2149,2149,2149,230,2149
2016-06-15,2162,2162,2162,2162,20,2162
2016-06-13,2208,2208,2185,2186,70,2186
2016-06-08,2282,2305,2282,2305,50,2305
2016-06-07,2234,2273,2234,2273,190,2273
2016-06-06,2184,2184,2184,2184,10,2184
2016-06-03,2177,2177,2150,2150,60,2150
2016-06-01,2219,2219,2219,2219,10,2219
2016-05-25,2210,2320,2210,2219,1530,2219
2016-05-18,2210,2210,2177,2177,100,2177
2016-05-16,2213,2213,2213,2213,50,2213
2016-05-11,2249,2249,2249,2249,70,2249
2016-05-09,2238,2238,2229,2229,30,2229
2016-05-02,2376,2376,2273,2273,70,2273
2016-04-26,2300,2426,2300,2426,70,2426
